"","x"
"1",0.241871369396405
"2",0.0414503941728074
"3",-0.0148685179716541
"4",0.458671483659199
"5",-0.043377450693214
"6",0.0277504172000611
"7",0.0443620962607685
"8",-0.0288669443092804
"9",-0.0441726520524967
"10",0.0275569074650536
"11",0.00181578480897377
"12",-0.078869644897543
