"","x"
"1",0.175871222760721
"2",0.305645702887796
"3",NA
"4",NA
"5",0.0718350189814382
"6",NA
"7",NA
"8",NA
"9",0.116739253796309
"10",0.0311486584986354
"11",NA
"12",0.0209111455674514
