"","x"
"1",-0.0345568988228102
"2",0.401732294727085
"3",-0.00567906880931527
"4",0.29880210587261
"5",-0.0889385588899558
"6",NA
"7",-0.0318710357517168
"8",-0.0360235744866063
"9",-0.0801383324075764
"10",-0.0875304613035368
"11",-0.0332848879840153
"12",-0.165474474935254
