"","x"
"1",-0.0262228030024927
"2",0.146033491584409
"3",-0.0749995179878339
"4",0.297984783368213
"5",NA
"6",-0.0517676143056799
"7",-0.023774427571756
"8",-0.0350218753923299
"9",-0.0174873691117656
"10",NA
"11",-0.00502715600239023
"12",-0.0335940238394459
