"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",0.120469464633886,0,0,0,0,0,0,0,0,0,0,0
"2",0,0.0895173810994511,0,0,0,0,0,0,0,0,0,0
"3",0,0,0.103035015835175,0,0,0,0,0,0,0,0,0
"4",0,0,0,0.115205406426391,0,0,0,0,0,0,0,0
"5",0,0,0,0,0.116690337430252,0,0,0,0,0,0,0
"6",0,0,0,0,0,0.0880915209038796,0,0,0,0,0,0
"7",0,0,0,0,0,0,0.101740369621181,0,0,0,0,0
"8",0,0,0,0,0,0,0,0.0881320401004695,0,0,0,0
"9",0,0,0,0,0,0,0,0,0.117804137476705,0,0,0
"10",0,0,0,0,0,0,0,0,0,0.112644027506954,0,0
"11",0,0,0,0,0,0,0,0,0,0,0.111931567282216,0
"12",0,0,0,0,0,0,0,0,0,0,0,0.0896011993180534
