"","x"
"1",-0.178402209959191
"2",0.0250592320073044
"3",0.00537060729492669
"4",0.0700576231611574
"5",-0.160675473515315
"6",-0.246862288604429
"7",-0.159938714395221
"8",-0.373167924309105
"9",-0.0380467734212448
"10",-0.332978936331002
"11",-0.145114247464561
"12",-0.314683136375598
