"","x"
"1",0.163678976287859
"2",0.0936822327114509
"3",0.0893464727759437
"4",0.0862936582045106
"5",0.0942411590009951
"6",0.075182038515001
"7",0.0988962254762289
"8",0.0862715485371947
"9",0.0912528718065534
"10",0.154205903739113
"11",0.0884375986753129
"12",0.0780102555661245
