"","x"
"1",0.335229196013374
"2",0.0657134310646506
"3",-0.0944957945656748
"4",0.104913633107244
"5",-0.270103875328847
"6",-0.329092321489975
"7",-0.120032050959735
"8",-0.176051841309485
"9",-0.0379804820958508
"10",-0.157771802064408
"11",-0.327529957580822
"12",-0.00772985722933592
