"","x"
"1",0.680508855210099
"2",0.0507142426699742
"3",0.252444979567433
"4",0.217787526099251
"5",0.164842031336436
"6",0.115101245324524
"7",0.176210914980822
"8",NA
"9",0.0475016220966911
"10",0.0207478788643658
"11",0.26060226062909
"12",0.10975222198655
