"","x"
"1",0.326287216588348
"2",0.228731935683411
"3",0.104229274298582
"4",0.334039618014238
"5",0.0676249688680926
"6",-0.0261367154421389
"7",0.144919858344878
"8",0.0128779854884908
"9",0.143615616688593
"10",0.138485071180814
"11",0.220813368329075
"12",0.100366130521552
