"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",-0.547994972463255,0,0.145439027286862,0,0,0,0,0,0,0,0,0
"2",0,-0.112393186771545,0,0,0,0,0,-0.01563846752118,0,0,0,0
"3",0.0571239228314298,0,0.944370908681912,0,0.00525804620752051,-0.00499262377280563,0,0,0,0,0,0
"4",0,0,0,0.00388633007743305,0.0327095115330659,-0.0652901210415548,-0.0299234269642234,0,0,0,0,0
"5",0,0,-0.0303479062515434,0.0586207878108278,0.873352760767827,0,0,0,-0.15135308139738,0.127637876593896,0.00752141222614,0
"6",0,0,0.00565490662977348,0.0355394089481819,0,0.88388983989958,0,0,0,0,0,0.0993096950595305
"7",0,0,0,-0.0794468115061354,0,0,0.962123444362249,0,0,0,0,0.0646443241767649
"8",0,0.120268817009282,0,0,0,0,0,0.945181854002909,0,0,0,0.0143916761215405
"9",0,0,0,0,-0.0291505799677687,0,0,0,0.834465950622468,-0.0771132149412993,0,0
"10",0,0,0,0,-0.0710881409376357,0,0,0,-0.0676574111652914,0.889435807160687,0,0
"11",0,0,0,0,0.0496850609688267,0,0,0,0,0,0.968290356405553,0
"12",0,0,0,0,0,-0.0452985585752883,-0.102929187124432,0.0928211420563461,0,0,0,0.823839334488954
