"","x"
"1",0.374546252681445
"2",0.0636699752073655
"3",0.0266393268061898
"4",0.368177503304638
"5",-0.0229473763709014
"6",0.0224789288710807
"7",-0.0278053589424791
"8",-0.0357476817022314
"9",0.0664238480302613
"10",0.0563629130004742
"11",0.00845529542613097
"12",0.0465796798879768
