"","x"
"1",0.266010974698172
"2",0.517423370538774
"3",0.13964790266803
"4",0.481358152589958
"5",0.655779106240516
"6",0.252227576829829
"7",0.12556119997009
"8",0.0877985535488071
"9",0.114145473793587
"10",0.0786592239593042
"11",0.132784999127116
"12",0.849274056930363
