"","x"
"1",0.120379196024986
"2",0.360074903670906
"3",-0.00893458844854774
"4",0.233977967656813
"5",NA
"6",-0.0632265018484302
"7",NA
"8",-0.09215706469447
"9",-0.0186791924010379
"10",-0.079782407932714
"11",-0.061812604462812
"12",-0.0334633166501151
