"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",0.0754239267876667,0,0,0,0,0,0,0,0,0,0,0
"2",0,0.0788592782972236,0,0,0,0,0,0,0,0,0,0
"3",0,0,0.0827860831727622,0,0,0,0,0,0,0,0,0
"4",0,0,0,0.0813280416409481,0,0,0,0,0,0,0,0
"5",0,0,0,0,0.0893479927877551,0,0,0,0,0,0,0
"6",0,0,0,0,0,0.0810141475769479,0,0,0,0,0,0
"7",0,0,0,0,0,0,0.0867872212459304,0,0,0,0,0
"8",0,0,0,0,0,0,0,0.0827409935514617,0,0,0,0
"9",0,0,0,0,0,0,0,0,0.0827547742779108,0,0,0
"10",0,0,0,0,0,0,0,0,0,0.0787138695571863,0,0
"11",0,0,0,0,0,0,0,0,0,0,0.0794667665819015,0
"12",0,0,0,0,0,0,0,0,0,0,0,0.0834039612267471
