"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",0.0291348811159873,0.0546305641052991,0.0149532421488003,NA,NA,0.0245066853121248,NA,NA,0.0133102098187947,NA,NA,NA
"2",NA,NA,0.0110161944419681,0.0329672911369902,0.0121981842808438,NA,NA,0.0149106825504625,0.00495613245679514,NA,NA,NA
"3",0.0195931675240996,0.0229304091937229,0.0116670990777197,NA,NA,0.0099903346854775,NA,0.0141962947918175,NA,NA,0.00411502678593889,NA
"4",0.0141993154526187,0.0357629788132531,0.0109243768212518,0.0330078541090964,0.0130654549038323,0.0148394552633519,0.0152103826049155,0.013256902788807,NA,NA,0.00196654592459885,0.00181364020350854
"5",0.00386597402247236,0.0172988171244163,0.0122388627520772,0.0309303629727671,0.0141138303276135,0.00968584013500261,0.00272525846198818,0.0124872810438989,0.00731091821133467,0.00260636060582262,0.0031738193586891,0.00589325960898819
"6",0.0184431423253847,0.0296546543643394,0.0126493404921858,NA,0.0137342866586372,0.0151429713288306,0.0162204360762629,0.0144764983603979,0.00343746158402072,0.00295430604934878,0.00428922085277484,0.00632975948874244
"7",NA,0.0157947453659097,NA,0.0316717882065537,0.000184656615280956,0.0120060358365047,0.0155208137588968,0.010820550838955,0.00311861855973989,NA,0.00238136161146919,0.00218208679173027
"8",0.0162228067598063,0.03135567379303,0.00575583731311801,0.0421739320754037,0.0140782256034041,0.000192181010897187,0.0165917212980644,0.014762692153397,0.00969071239416932,0.00373131022076675,0.00372299374744091,0.000402591043982701
"9",0.0193469172975956,0.0292381282484196,0.00996945145054693,0.0331507403347744,0.00740210634542215,NA,NA,0.0134707159211718,0.00609031313748,NA,0.00433538186347776,0.00678085452252105
"10",NA,NA,NA,NA,NA,NA,NA,0.0122099125441662,0.00916540335384457,0.00336418278643349,NA,NA
"11",0.0211016597985714,0.0364049656173096,NA,0.0354094502351589,0.0122272334667872,0.0144028178527212,0.0173263533676098,0.0148939085260763,0.0100749476363291,0.00390840087874986,0.00416181786388796,0.00669738275075953
"12",0.0208956320454039,NA,0.0118728064752431,0.0294287646217915,NA,0.00884075539867644,0.0172553080645443,NA,NA,0.00324904990999128,0.00438635913818344,0.00633181930193972
