"","raw_correl","signif_correl","diag_correl","upperD_correl","lowerD_correl","nonDiag_correl","offDiag_distance","max_eigB","max_eigJ"
"1",0.996958803480883,0.998086215541639,0.999424933066308,0.347483787721954,0.453403765149093,0.414597941873377,1.68299202616698,0.993733498074559,0.999630224813654
"2",0.997286149224485,0.997443094643681,0.999676359652069,0.750583385626289,0.768502206860864,0.754047186853162,1.54672996207643,0.995896008993768,0.998804614502695
"3",0.996124821005887,0.997494875557468,0.999167077232302,0.786760864934101,0.581909148319258,0.66559695323929,1.96911067212341,0.997107620842435,0.999920216523994
"4",0.997216445779237,0.997731436630884,0.999615076912542,0.729184960778604,0.648769332467552,0.677051159318125,1.68515978126881,0.987391587807974,0.999756502105076
"5",0.997456715021151,0.998150149545153,0.999606493905819,0.792564113542551,0.472589663976216,0.546984079284681,1.48184735400358,0.995559772209312,0.999964801692889
"6",0.997372640453785,0.9985335900171,0.999636889848672,0.890203919798049,0.829479544202935,0.844161041369819,1.62670456471029,0.995604005832743,0.998697683840249
"7",0.997979084308744,0.998575577530037,0.999783877451179,0.945018107168294,0.630687422144183,0.721149424945348,1.42152810180928,0.990809765867537,0.996031464596091
"8",0.997663602887648,0.999081602755847,0.999633665769391,0.798574457397217,0.639271166113115,0.673771839841089,1.57840770544996,0.990316177231699,0.997774236868599
"9",0.996621220283667,0.998477843212975,0.999380925818891,0.825782375166785,0.662786700083517,0.727598299698078,1.9290071362774,0.993201320621348,0.999754519661287
"10",0.996791262773697,0.998049474089011,0.999479890603613,0.80637400716612,0.784978163952182,0.791251735464483,1.73743251687191,0.994679837384094,0.998484085767188
"11",0.997712504232475,0.998197888588414,0.999809152337382,0.708382022036226,0.638928567621349,0.655230474725784,1.71336505916115,0.99778041514799,0.999633605367034
"12",0.995216877839087,0.99733440695775,0.999153740439856,0.270941947340898,0.156857393883495,0.199022882726863,2.1609130611156,0.991964583442362,0.999766056579338
"13",0.995446364901452,0.996654000117829,0.998560552194196,0.627072089336902,0.636613200067845,0.634158277952165,1.9581899746511,0.994438862611148,0.997764653662966
"14",0.997541162797986,0.998716863478677,0.999400282965177,0.592609351200615,0.914674442609444,0.77697508872226,1.4932457944892,0.995921977479389,0.999748270306971
"15",0.997011144651607,0.998486942188721,0.999714685059137,0.494751396621393,0.627526604969579,0.580652272463372,1.70788351299329,0.995263353092395,0.997243356710814
"16",0.99783203007261,0.999097744621153,0.999720246582497,0.833565159105407,0.45049883822144,0.615275016843102,1.45697539935407,0.994406665319481,0.999330584926947
"17",0.996864422367157,0.997606961790621,0.998238647248585,0.786369521768319,0.279926530402458,0.482402497617745,1.4985769460002,0.987545880936018,0.998918692818129
"18",0.996862091800094,0.997699549509897,0.999760126745967,0.565171002245846,0.230191355232362,0.362679291838774,1.76142210893922,0.997272852792132,0.999160824205499
