"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",0.163871861747776,0,0,0,0,0,0,0,0,0,0,0
"2",0,0.083556997551391,0,0,0,0,0,0,0,0,0,0
"3",0,0,0.0505614322150542,0,0,0,0,0,0,0,0,0
"4",0,0,0,0.0568388097235112,0,0,0,0,0,0,0,0
"5",0,0,0,0,0.0464188604734749,0,0,0,0,0,0,0
"6",0,0,0,0,0,0.0506579544140313,0,0,0,0,0,0
"7",0,0,0,0,0,0,0.043761178266694,0,0,0,0,0
"8",0,0,0,0,0,0,0,0.0449965575149517,0,0,0,0
"9",0,0,0,0,0,0,0,0,0.0573876200408815,0,0,0
"10",0,0,0,0,0,0,0,0,0,0.0572781508985624,0,0
"11",0,0,0,0,0,0,0,0,0,0,0.0581588071898342,0
"12",0,0,0,0,0,0,0,0,0,0,0,0.0551751405942263
