"","x"
"1",0.617978469279544
"2",0.575659536141554
"3",0.177084297612436
"4",0.364321758777327
"5",0.200087133159686
"6",NA
"7",0.0700044450057547
"8",0.0235032605084196
"9",0.0762915009835133
"10",0.0491811193740605
"11",NA
"12",0.0869099290411022
