"","x"
"1",0.0247092999683712
"2",0.271106839304141
"3",0.0813729605516454
"4",0.0569923185991811
"5",-0.354621842119724
"6",-0.0089751431192234
"7",-0.21902255276701
"8",-0.201123401518145
"9",-0.248958594030465
"10",-0.0960569036257498
"11",-0.133089354388514
"12",-0.262830123801047
