"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",0.289414663566276,0,0.149145964393392,0,0,0,0,0,0,0,0,0
"2",0,0.240955209871754,0,0,0,0,0,0.00600593811832369,0,0,0,0
"3",0.0208777778316289,0,0.214105964265764,0,0.160437005478889,0.15248466883786,0,0,0,0,0,0
"4",0,0,0,0.286483737733215,0.00219993563368917,0.14167875838466,0.132817228091881,0,0,0,0,0
"5",0,0,0.180369138671085,0.152363660279661,0.27340833125636,0,0,0,0.0655304972082377,0.196051112702116,0.0549536414910108,0
"6",0,0,0.169695611251518,0.0519869027659297,0,0.283972968533635,0,0,0,0,0,0.0426046929322183
"7",0,0,0,0.11314820474945,0,0,0.205524543253705,0,0,0,0,0.184914256818593
"8",0,0.0580952410586178,0,0,0,0,0,0.367406764626503,0,0,0,0.113944554887712
"9",0,0,0,0,0.119059239188209,0,0,0,0.2390826637391,0.176057041483,0,0
"10",0,0,0,0,0.145442434772849,0,0,0,0.150974948564544,0.829853615444154,0,0
"11",0,0,0,0,0.017768748709932,0,0,0,0,0,0.915401555038989,0
"12",0,0,0,0,0,0.00733687616884708,0.0958894636947662,0.0529200885910541,0,0,0,0.900295722531155
