"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",0.178054575265744,0,0,0,0,0,0,0,0,0,0,0
"2",0,0.0946671997995589,0,0,0,0,0,0,0,0,0,0
"3",0,0,0.0888085621164208,0,0,0,0,0,0,0,0,0
"4",0,0,0,0.0982915460191069,0,0,0,0,0,0,0,0
"5",0,0,0,0,0.0866127242634805,0,0,0,0,0,0,0
"6",0,0,0,0,0,0.0899137245049839,0,0,0,0,0,0
"7",0,0,0,0,0,0,0.0846862855716249,0,0,0,0,0
"8",0,0,0,0,0,0,0,0.0875376195581742,0,0,0,0
"9",0,0,0,0,0,0,0,0,0.091510154838474,0,0,0
"10",0,0,0,0,0,0,0,0,0,0.082248671943592,0,0
"11",0,0,0,0,0,0,0,0,0,0,0.0858997362235879,0
"12",0,0,0,0,0,0,0,0,0,0,0,0.0857556950856139
