"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",0.241613142819829,0,0,0,0,0,0,0,0,0,0,0
"2",0,0.105355667540072,0,0,0,0,0,0,0,0,0,0
"3",0,0,0.103743751117006,0,0,0,0,0,0,0,0,0
"4",0,0,0,0.102712465904375,0,0,0,0,0,0,0,0
"5",0,0,0,0,0.0935043922059286,0,0,0,0,0,0,0
"6",0,0,0,0,0,0.103161117108487,0,0,0,0,0,0
"7",0,0,0,0,0,0,0.0919500159944395,0,0,0,0,0
"8",0,0,0,0,0,0,0,0.0984937562637663,0,0,0,0
"9",0,0,0,0,0,0,0,0,0.0968333946723103,0,0,0
"10",0,0,0,0,0,0,0,0,0,0.0916441581439746,0,0
"11",0,0,0,0,0,0,0,0,0,0,0.096775038935396,0
"12",0,0,0,0,0,0,0,0,0,0,0,0.102525342336099
