"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",-1.0064029097828,0,-0.0265548924487245,0,0,0,0,0,0,0,0,0
"2",0,-0.109758846031374,0,0,0,0,0,-0.170922165831336,0,0,0,0
"3",0.0182726129699613,0,0.925574083957512,0,-0.127990285369661,-0.139896827382722,0,0,0,0,0,0
"4",0,0,0,-0.0737979271822126,-0.163546362261455,-0.102690177667364,-0.0349171833993712,0,0,0,0,0
"5",0,0,NA,0.00299459439445895,0.683098022840624,0,0,0,-0.0517018805915104,0.0109112036079977,NA,0
"6",0,0,0.0106024953847554,-0.0428013398398319,0,0.735435655224208,0,0,0,0,0,-0.0108916264655148
"7",0,0,0,-0.0396043183968893,0,0,0.820073021745587,0,0,0,0,-0.00333305384303748
"8",0,0.147847300298891,0,0,0,0,0,0.528904024442558,0,0,0,-0.108452576233404
"9",0,0,0,0,-0.00189277876592554,0,0,0,0.78694493633073,-0.316313288748446,0,0
"10",0,0,0,0,-0.0561158039496841,0,0,0,-0.0889566690622998,0.796305967848848,0,0
"11",0,0,0,0,-0.0370964852721543,0,0,0,0,0,0.888494840546203,0
"12",0,0,0,0,0,-0.0279847729663712,-0.0529485739245574,-0.352396782517168,0,0,0,0.837605340472145
