"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",-0.986848835093082,0,-0.00188553483979172,0,0,0,0,0,0,0,0,0
"2",0,0.0702937713811513,0,0,0,0,0,-0.0259410827926726,0,0,0,0
"3",0.0429935754670437,0,0.969907716512675,0,-0.0102310111196009,-0.0484509246453819,0,0,0,0,0,0
"4",0,0,0,0.106431992487062,-0.0657144094005074,-0.0294120677426272,-0.00179022241723593,0,0,0,0,0
"5",0,0,0.00178012967660424,0.167768336728901,0.789011359931711,0,0,0,0.00182815249611285,0.113738828118126,-0.00220320473700741,0
"6",0,0,0.0455041180774889,0.158643265741559,0,0.831045472793783,0,0,0,0,0,0.049760329049998
"7",0,0,0,0.151726138948605,0,0,0.890930251991437,0,0,0,0,0.000118886531308163
"8",0,0.307217073458316,0,0,0,0,0,0.665361001980476,0,0,0,-0.0531675354358755
"9",0,0,0,0,0.113482424008218,0,0,0,0.866986402143665,-0.203699316712863,0,0
"10",0,0,0,0,0.00611792990669469,0,0,0,-0.0144848582603729,0.892468203620413,0,0
"11",0,0,0,0,0.0860494653033914,0,0,0,0,0,0.946147738400674,0
"12",0,0,0,0,0,0.0584420510595407,0.0198414485334307,-0.194839337978475,0,0,0,0.9021763929934
