"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",0.0296927215791414,0,0.0668815606031427,0,0,0,0,0,0,0,0,0
"2",0,0.0961383324498332,0,0,0,0,0,0.0306145252125078,0,0,0,0
"3",0.0317894196834262,0,0.0725310435332007,0,0.0478612131639963,0.0558810000500908,0,0,0,0,0,0
"4",0,0,0,0.0963814414513976,0.0525153973961424,0.0730565040792478,0.0490114297923309,0,0,0,0,0
"5",0,0,0.0619314248262974,0.0807619244036625,0.0574985623113974,0,0,0,0.0550994946519514,0.0400499051664384,0.0347349131824804,0
"6",0,0,0.0686294497109691,0.084089894515996,0,0.0484073500067855,0,0,0,0,0,0.0339417092356435
"7",0,0,0,0.0870957834665124,0,0,0.0368891032119962,0,0,0,0,0.034461633165461
"8",0,0.0820254819245791,0,0,0,0,0,0.0373698278436435,0,0,0,0.047878844329569
"9",0,0,0,0,0.0635299294414139,0,0,0,0.0635140183142271,0.038274892760201,0,0
"10",0,0,0,0,0.0653174178433495,0,0,0,0.065867804700692,0.0397024313733993,0,0
"11",0,0,0,0,0.0657038637188029,0,0,0,0,0,0.0291123464826831,0
"12",0,0,0,0,0,0.0552282352879318,0.0389310184594694,0.0400284367811538,0,0,0,0.0486441856952403
