"","raw_correl","signif_correl","diag_correl","upperD_correl","lowerD_correl","nonDiag_correl","offDiag_distance","max_eigB","max_eigJ"
"1",0.93088480906417,0.9556041860507,0.984518255078843,-0.00122378370972303,0.197757338668933,0.11024876211969,8.40324790759689,0.981705790622104,0.999630224813654
"2",0.934410771806353,0.958848625734667,0.977502989916595,0.1960473694559,0.229418138460733,0.212849135263384,7.99975710010498,0.984074436147971,0.998804614502695
"3",0.938020493742866,0.97245057702181,0.982156925137873,-0.0774777969633642,-0.000480419501477008,-0.0450492688564153,7.52320795217216,0.957915523630529,0.999920216523994
"4",0.931462948871702,0.961548444446014,0.985652413906445,0.173689182057322,0.351373688035999,0.280788024991388,7.81108075181377,0.954608811193531,0.999756502105076
"5",0.92254116142531,0.96606718657182,0.990735375488322,0.272290420000833,0.124577159120219,0.179673852062473,8.94880617481624,0.996784448859425,0.999964801692889
"6",0.906359355734227,0.938292343681117,0.974277370661449,0.097929392948862,0.350897294463461,0.24317082934701,9.00458083084717,0.967835805022276,0.998697683840249
"7",0.943417241341558,0.974482703440888,0.993175501548658,0.346010219974043,0.242888847304753,0.285012071709789,7.83452098859928,0.932920922767768,0.996031464596091
"8",0.919098749400302,0.951590307573779,0.981620197438364,-0.112435891471201,0.0933148432013461,0.00937347622636238,8.43294770211038,0.977967157338591,0.997774236868599
"9",0.939821374610806,0.964730217921533,0.993243436043753,0.000276345602623939,0.196391632621881,0.132901465866771,7.84828607810354,0.967064086441722,0.999754519661287
"10",0.935542556565956,0.964202794363636,0.988287606257586,0.144846776520432,0.222455863590679,0.205361281938604,7.44258622933674,1.0288091660104,0.998484085767188
"11",0.92478801012475,0.955697894388687,0.989219194151168,0.44862950206868,0.479129743851611,0.472004184167514,8.27866601186482,1.01352453944789,0.999633605367034
"12",0.919747533880127,0.942515719728887,0.978391768288406,0.00631321603787273,0.0826413373252671,0.0559470194191436,8.63072261911367,0.960828481086445,0.999766056579338
"13",0.942198240759105,0.973791824473289,0.990691739310161,0.22620295358115,0.34389923478776,0.294081936763006,7.31475354287049,0.934156599356488,0.997764653662966
"14",0.942081655403047,0.965696869497886,0.982621562630496,0.436194138181791,0.253996128254474,0.314390270641348,7.15311785776008,0.978240144119043,0.999748270306971
"15",0.928644972764428,0.970183846711071,0.984674992660896,-0.0010172737330671,0.0894389959639164,0.0668360518287344,8.16286320866402,0.997450089478433,0.997243356710814
"16",0.93917801818293,0.972188266819831,0.98592947993616,0.158694408463389,-0.00268470119156274,0.0783300624799231,6.87138460466255,0.982897166555094,0.999330584926947
"17",0.932029077102936,0.961790022494282,0.992625407915714,0.0569400557975146,0.151401528191919,0.103303118037975,8.52626186272251,0.990281537819603,0.998918692818129
"18",0.936816770446733,0.964784692698831,0.985853700024121,0.113242866885548,0.208865393096627,0.173930581866206,7.94844890042531,0.99632465431386,0.999160824205499
"19",0.938952706155897,0.96697407104704,0.99064274588535,0.23935707851192,0.0455968687515834,0.156036168948996,7.7143193075478,0.995842846264082,0.998320664258047
"20",0.929895483442826,0.885211591383684,0.988666753998663,-0.000425159449160101,0.000555728858431706,0.00350688136553504,8.27615337420079,0.974869130384155,0.998817896380025
"21",0.944098219407969,0.963953406924413,0.995695755312453,0.582034578145236,0.334647479528299,0.450779620707549,7.25822702845419,0.999667700502967,0.996785026616073
"22",0.919914641256172,0.958576260083587,0.988298836271036,-0.10498168481775,0.162281351969265,0.0427149370787598,9.2951344427764,0.980714730843791,0.999321610344901
"23",0.921522816875635,0.951339507808761,0.997197490470543,0.0486512578179181,0.0282434966381327,0.0317923356253714,8.58978520363113,1.00266400239813,0.999101343087068
"24",0.936768123178178,0.975365640423538,0.99148644088673,-0.000161309909418339,0.0144802084725271,0.00450743195223598,8.3828785446307,0.999404159339261,0.999964812416118
"25",0.94678133127878,0.975993167211926,0.992313457230287,0.38485541197693,0.15372437519162,0.239207304579833,7.50425978420581,0.963182298759529,0.999599939271014
