"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",-0.947918061249497,0,-0.0242577560771736,0,0,0,0,0,0,0,0,0
"2",0,0.0319433719802204,0,0,0,0,0,-0.0620890987566132,0,0,0,0
"3",0.0821435243687431,0,0.944610896865163,0,0.00425479724941173,-0.010132248492499,0,0,0,0,0,0
"4",0,0,0,0.0245100250947753,-0.00762809838300348,0.00901843655528033,-0.0192949353253151,0,0,0,0,0
"5",0,0,0.00448016358273328,0.0305469138621396,0.953226098714402,0,0,0,0.0145996343988809,-0.00538088916691788,-0.00417759032874834,0
"6",0,0,-0.00797162709069839,0.00201442018920958,0,0.956111187656249,0,0,0,0,0,0.00244119795549105
"7",0,0,0,0.0217279449592191,0,0,0.859778060657081,0,0,0,0,-0.0103577288906506
"8",0,0.0316474138553944,0,0,0,0,0,0.899562374109363,0,0,0,-0.0201655657503077
"9",0,0,0,0,-0.000420838647897548,0,0,0,0.965965008660116,-0.0065829583577986,0,0
"10",0,0,0,0,-0.0231574878727736,0,0,0,0.00555765569454914,0.987080786508063,0,0
"11",0,0,0,0,-0.00747021570140693,0,0,0,0,0,0.991910706660072,0
"12",0,0,0,0,0,0.00653965796892389,-0.00462335908343953,0.000859066017958321,0,0,0,0.966529685521685
