"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",-0.493903369744079,0,-0.0112136383994888,0,0,0,0,0,0,0,0,0
"2",0,0.00367926668932547,0,0,0,0,0,0.0153515561757938,0,0,0,0
"3",0.188332696569338,0,0.911793523059692,0,0.0245584059191478,-0.00682660323117106,0,0,0,0,0,0
"4",0,0,0,0.16562600358325,-0.00290874845573122,-0.0064772795339039,0.0103316502434441,0,0,0,0,0
"5",0,0,0.0599918802264517,0.106459770487451,0.972295755679106,0,0,0,0.000141318282666792,0.012583734532678,0.00715480800001163,0
"6",0,0,0.0574279035907997,0.0937322513484926,0,0.934862971777927,0,0,0,0,0,0.0112887056754038
"7",0,0,0,0.0578115607619058,0,0,0.969425246157557,0,0,0,0,0.00392350903298038
"8",0,0.126694369494014,0,0,0,0,0,0.994988655606054,0,0,0,0.0134423577543241
"9",0,0,0,0,0.0346330579387999,0,0,0,0.997227765420997,0.0102184740673656,0,0
"10",0,0,0,0,0.0130108072912089,0,0,0,0.00843188206216758,1.00350949475015,0,0
"11",0,0,0,0,0.0140176431545576,0,0,0,0,0,1.00184271926073,0
"12",0,0,0,0,0,0.0169804808063338,0.0410726912455484,0.0284588510951495,0,0,0,1.00018482991935
