"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",0.238570802379523,0,0,0,0,0,0,0,0,0,0,0
"2",0,0.0850647528744428,0,0,0,0,0,0,0,0,0,0
"3",0,0,0.0841746362716324,0,0,0,0,0,0,0,0,0
"4",0,0,0,0.0932543000310956,0,0,0,0,0,0,0,0
"5",0,0,0,0,0.0822912625173537,0,0,0,0,0,0,0
"6",0,0,0,0,0,0.0828720992101866,0,0,0,0,0,0
"7",0,0,0,0,0,0,0.0787499324299032,0,0,0,0,0
"8",0,0,0,0,0,0,0,0.0782716986483729,0,0,0,0
"9",0,0,0,0,0,0,0,0,0.0858441009893321,0,0,0
"10",0,0,0,0,0,0,0,0,0,0.0813442606473608,0,0
"11",0,0,0,0,0,0,0,0,0,0,0.0755136759574094,0
"12",0,0,0,0,0,0,0,0,0,0,0,0.0859816240024688
