"","raw_correl","signif_correl","diag_correl","upperD_correl","lowerD_correl","nonDiag_correl"
"20",0.985195985864692,0.986592935120025,0.995807339331668,0.377876075361916,0.491871189347406,0.456236777355976
"21",0.981314230137934,0.982717139328452,0.986555448404952,0.0260212794338235,-0.076855183067847,-0.0318234521209083
"22",0.989014396451819,0.990268764981578,0.991183115947506,0.298110351975953,0.703752106154939,0.521753776167921
"23",0.98153089647246,0.983326565789652,0.986527382060264,0.53042674699588,0.71438406912994,0.5733237839194
"24",0.98744223565635,0.989336299303953,0.993303424521467,0.515971192999666,0.627113391324463,0.591354456656522
"25",0.988417166948554,0.989936362682696,0.992071924991527,0.794960454505696,0.889158104088544,0.842102176688733
"26",0.988736243408352,0.98956163728238,0.994330148983614,0.416840710119772,0.809366631507487,0.652770781498892
"27",0.984429922173842,0.985394775489643,0.991564135864326,0.761332755532077,0.459322228652722,0.566124464050374
"28",0.985091573700972,0.986194345403136,0.988504611875167,0.807804446112654,0.594056457997391,0.651025465247854
"29",0.989326889564735,0.991152664961602,0.988214094447323,0.68311644128926,0.84270428813419,0.792734110701979
"30",0.98435152681387,0.986383105438744,0.986258212305626,0.358422317818716,0.348051782755017,0.350685548860209
"31",0.990509562277016,0.990958249825781,0.996344889406122,0.405917209586248,0.565079208839544,0.509015465144118
"32",0.988003053193506,0.988851546624899,0.99532414058332,0.542728408373295,0.000607441205348603,0.205022964385264
"33",0.986778330255254,0.987492442181732,0.989764823876746,0.363838987673365,0.533073500188325,0.475476399046341
"34",0.98779208540361,0.989043579795991,0.989791002840046,0.462566887273909,0.667771223505953,0.604777417445056
"35",0.986709480742086,0.988067410574658,0.986977342967333,0.00928234150870968,0.556461080820662,0.43006258163084
"36",0.989024175934735,0.990267433853699,0.993132004841526,0.269044609050459,0.669481287285925,0.529890855295258
"37",0.987716315429856,0.988418699494271,0.986330246046083,0.85831810881163,0.494936007863659,0.665614260988214
"38",0.987433987727484,0.987961734333141,0.989114902827102,0.600026976374274,0.825214961385405,0.740362027698037
"39",0.98033881468969,0.981719677002542,0.983999038508025,0.338145695122366,0.344337271181288,0.346100095814334
"40",0.988177057065105,0.98949179247973,0.989987201534096,0.829717791052225,0.413840950932746,0.61094200194869
"41",0.975067905675091,0.977717415867296,0.977392400522064,0.250995800440244,0.654774445155419,0.327280051636434
"42",0.983698278295681,0.985258462006165,0.994099004787344,0.803747857377236,0.378118256657098,0.535155287652602
"43",0.986690949901648,0.988321592692828,0.991327414561814,0.569232575816911,0.803951801574536,0.724256533818752
"44",0.975160858988639,0.975619509125325,0.977666163803037,0.349957215821463,0.608143087638138,0.471893485474403
"45",0.988398655066107,0.989612064652865,0.988418590818796,0.25156544879012,0.473308670813511,0.396625668905078
"46",0.987423818108376,0.987686190728252,0.987104994741002,0.56093060431885,0.752498012164704,0.677966662364632
"47",0.986250950339474,0.987653779506826,0.991294900993965,0.553939799389212,0.712645223033688,0.609263452011681
"48",0.986224466107722,0.987373997306561,0.991726319439696,0.140718618252205,0.805254130610449,0.506462606650756
"49",0.985763590995601,0.986928750811042,0.991528258147833,0.399857379226419,-0.000511603376076302,0.110949780218796
"50",0.992115835122626,0.993072760819766,0.994100866888087,0.80502527668091,0.755360489640617,0.752454929017516
"51",0.988204689024808,0.98981402836577,0.993903009580114,0.351125677149318,0.644876002913769,0.568906699869404
"52",0.990936196126266,0.992798560114297,0.995735576178899,0.492383435600035,0.798948903496334,0.715122475488336
"53",0.986451462915128,0.987528415924139,0.99156005568574,0.139034845237961,0.632007797822156,0.367497803835679
"54",0.985169183515893,0.986023586875838,0.990681256526073,0.46867938708602,0.510523670669657,0.42567747522498
"55",0.983788327468331,0.986052076364707,0.985644321560236,0.400968699529762,0.721473458072262,0.643695581598338
"56",0.988947769207172,0.990758660230175,0.995245955181076,0.75881729696919,0.685408562080342,0.707157503982787
"57",0.987406783625248,0.989119015747811,0.99229375163487,0.509967274425733,0.634773305001221,0.541459420991102
"58",0.98717749080347,0.988328857625566,0.987918426472924,0.231007715096543,0.495765034986326,0.403356465229998
"59",0.992898649211225,0.993832024187007,0.995582791857584,0.602571752539853,0.806292125667864,0.724888030655048
"60",0.985708348649257,0.987436911263954,0.989217627700066,0.612950189217511,0.509210524561632,0.560609941310914
"61",0.982498850723218,0.98436716907826,0.978490380181846,0.454325018173809,-0.00336804247767758,0.133415665847763
"62",0.987084439866335,0.988652250165559,0.992814170423468,0.905927968886511,0.451973875609462,0.632892072929658
"63",0.983901176630217,0.985191997150817,0.991477113999582,0.546849132635475,0.319218062597305,0.394729685265965
"64",0.983083032762293,0.984315519973438,0.988948620308378,0.601213319881692,0.644868357426736,0.629535593830823
"65",0.988125600489778,0.989153636391241,0.991280728734168,0.839486290894615,0.460911113837665,0.572432096143857
"66",0.979371889567879,0.980818026829474,0.98428220217361,0.332713628072823,0.36669928995194,0.308475575295316
"67",0.982412076618199,0.984464781271177,0.981949781028101,0.447459868844495,0.756811049668923,0.67593071356877
"68",0.988815320509082,0.989988377248291,0.989987244520954,0.583534092014115,0.200216280511292,0.323432490319214
"69",0.989240400591299,0.99003939973147,0.993087277737695,0.347848350727836,0.620573308524127,0.549764791669485
"70",0.98840864214713,0.989795491139018,0.995793641611637,0.335160792043927,-0.032864085721405,0.0786981083181478
"71",0.984503099708716,0.985152367720965,0.982867839805222,0.513830731475451,0.618077527758316,0.580607719806665
"72",0.9828458494017,0.98361704203937,0.992565998947076,0.301242224219595,0.300924573870423,0.299723091352373
"73",0.989821503111343,0.990154633974974,0.994151625567276,0.129704359055396,0.00034077772710471,0.0572214761861096
"74",0.977954279181009,0.979556689120314,0.976207004057512,-0.00410008874225507,0.446185724701437,0.207552862866012
"75",0.987348171539906,0.989148202431333,0.990360149276737,0.270919877733523,0.0155884153599258,0.143084586357767
"76",0.986154077561421,0.987064500034564,0.991615001855563,0.369015012434718,0.309276165773337,0.32723166826273
"77",0.987654926746124,0.989674721355986,0.988325701242463,0.000550147290014491,0.609687480895013,0.313863175781273
"78",0.985446034883244,0.98649721337588,0.991723392390239,0.42221299998667,0.254952581653652,0.319909481854737
"79",0.983500926171177,0.984494817623561,0.987825447283598,0.726223951608928,0.530727379614037,0.581379582725735
"80",0.98416995602907,0.986202798208506,0.989368896370543,0.14799445421085,0.170299327588944,0.155585591724562
"81",0.983392487731581,0.984827049215601,0.984154654411584,0.438350356737551,-0.0725693945450683,0.0611134364553139
"82",0.987061615707414,0.988665064234546,0.989964286034802,0.497914921347729,0.590349568752392,0.532535606109442
"83",0.989283895935768,0.990403254863444,0.993244884077132,0.712559741869908,0.633695524804069,0.662523285187688
"84",0.976519493769257,0.977619679706359,0.973556228241562,0.361334568215621,0.266384131445119,0.297329329943435
"85",0.985212110811175,0.986185834682963,0.986562325803511,0.549020300771723,0.398499077553709,0.467904422711297
"86",0.979136496270338,0.979856665740154,0.980502977143184,0.115308224436629,0.0733436812948395,0.0931384717999444
"87",0.989806461500431,0.991057395003377,0.993665145018452,0.792604678339539,0.767988805249321,0.776530752826149
"88",0.986200253614515,0.987933562218376,0.990659371007826,0.162927557517867,0.418055896723575,0.355122235771403
"89",0.991433174022415,0.991629768943252,0.991544845242268,0.709926646211209,0.671191519273152,0.684754628668172
"90",0.986515740175439,0.987446303755688,0.989128220723693,0.386696822864488,0.546931901214843,0.495123814617524
"91",0.988163275963073,0.989353236121706,0.988729796481252,0.0611484996634058,0.262411059687756,0.19108337867356
"92",0.988512325683478,0.989791256074598,0.990300165237982,0.566302439243623,0.812587963256646,0.712887173996939
"93",0.983827546230068,0.984434865963021,0.98486299854362,0.405588872357394,0.283967821009038,0.338753148065511
"94",0.983679769709423,0.98447517418119,0.991310415502508,0.0997288877059198,0.625353081356736,0.403977863528236
"95",0.982221647465267,0.983673266850624,0.985060353847091,0.746058309679786,0.730224582987282,0.734700396179437
"96",0.988983785741177,0.990371393945646,0.990389489906942,0.513985381416704,0.799601425965751,0.71843741647752
"97",0.988534225090472,0.989542684621743,0.993259856186828,0.612434047592378,0.293204673746704,0.390117618285911
"98",0.985746696947287,0.987331095447324,0.989225386643795,0.105622358951212,0.635169288400563,0.528381195084707
"99",0.981791851843417,0.983454031560038,0.983760003329135,0.143347714002212,0.31626613038298,0.277205896015815
"100",0.977194115561846,0.978445848413516,0.978601698425017,0.236617437378203,0.402954219575012,0.303165113590123
